id,section,section_title,source_line,problem,status,disposition,evidence
C10,C,SIGNAL ACQUISITION PROBLEMS,276,Dynamic range may be insufficient.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C11,C,SIGNAL ACQUISITION PROBLEMS,278,Analog front-end noise may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C12,C,SIGNAL ACQUISITION PROBLEMS,280,Amplifier gain may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C13,C,SIGNAL ACQUISITION PROBLEMS,282,Exciter amplitude may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C14,C,SIGNAL ACQUISITION PROBLEMS,284,Exciter frequency response may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C15,C,SIGNAL ACQUISITION PROBLEMS,286,Sensor sensitivity may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C16,C,SIGNAL ACQUISITION PROBLEMS,288,Sensor-to-sensor manufacturing variation may exist.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C17,C,SIGNAL ACQUISITION PROBLEMS,290,Sensor degradation over time may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C18,C,SIGNAL ACQUISITION PROBLEMS,292,Sensor detachment may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C19,C,SIGNAL ACQUISITION PROBLEMS,294,Sensor partial detachment may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C20,C,SIGNAL ACQUISITION PROBLEMS,296,Cable faults may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C21,C,SIGNAL ACQUISITION PROBLEMS,298,Connector failures may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C22,C,SIGNAL ACQUISITION PROBLEMS,300,Wireless packet loss may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C23,C,SIGNAL ACQUISITION PROBLEMS,302,Communication latency may occur.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C24,C,SIGNAL ACQUISITION PROBLEMS,304,Sampling data may be incomplete.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C25,C,SIGNAL ACQUISITION PROBLEMS,306,Missing samples may occur.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C26,C,SIGNAL ACQUISITION PROBLEMS,308,Corrupted samples may occur.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C27,C,SIGNAL ACQUISITION PROBLEMS,310,Timestamp errors may occur.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C28,C,SIGNAL ACQUISITION PROBLEMS,312,Sensor saturation may go undetected.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C29,C,SIGNAL ACQUISITION PROBLEMS,314,Hardware temperature may change characteristics.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C30,C,SIGNAL ACQUISITION PROBLEMS,316,Battery voltage may affect acquisition quality.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C31,C,SIGNAL ACQUISITION PROBLEMS,318,Embedded processing may introduce quantization.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C32,C,SIGNAL ACQUISITION PROBLEMS,320,Embedded hardware may not meet sampling requirements.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C33,C,SIGNAL ACQUISITION PROBLEMS,322,Hardware may introduce deterministic artifacts.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C34,C,SIGNAL ACQUISITION PROBLEMS,324,Sensor mounting repeatability may be poor.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C35,C,SIGNAL ACQUISITION PROBLEMS,326,Probe repositioning may change signal characteristics.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C36,C,SIGNAL ACQUISITION PROBLEMS,328,Coupling pressure may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C37,C,SIGNAL ACQUISITION PROBLEMS,330,Couplant thickness may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C38,C,SIGNAL ACQUISITION PROBLEMS,332,Surface roughness may vary.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C39,C,SIGNAL ACQUISITION PROBLEMS,334,Sensor placement may not exactly match planner coordinates.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
C40,C,SIGNAL ACQUISITION PROBLEMS,336,Physical actuator motion may not equal commanded motion.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,backend/app/inference/diagnostics.py; backend/app/services/session_manager.py
D1,D,PREPROCESSING PROBLEMS,342,Filtering can remove useful damage information.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D2,D,PREPROCESSING PROBLEMS,344,Filtering can introduce phase distortion.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D3,D,PREPROCESSING PROBLEMS,346,Filtering parameters may be manually tuned.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D4,D,PREPROCESSING PROBLEMS,348,Baseline subtraction may be unreliable.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D5,D,PREPROCESSING PROBLEMS,350,Healthy baseline may be unavailable.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D6,D,PREPROCESSING PROBLEMS,352,Healthy baseline may change with environment.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D7,D,PREPROCESSING PROBLEMS,354,Baseline drift may be mistaken for damage.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D8,D,PREPROCESSING PROBLEMS,356,Damage may be mistaken for baseline variability.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D9,D,PREPROCESSING PROBLEMS,358,Normalization may leak information across datasets.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D10,D,PREPROCESSING PROBLEMS,360,Window selection may be arbitrary.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D11,D,PREPROCESSING PROBLEMS,362,Time alignment may be imperfect.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D12,D,PREPROCESSING PROBLEMS,364,Sensor synchronization errors may distort features.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D13,D,PREPROCESSING PROBLEMS,366,FFT resolution may be insufficient.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D14,D,PREPROCESSING PROBLEMS,368,Time-frequency representation choice may affect model output.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D15,D,PREPROCESSING PROBLEMS,370,Matched filtering may assume an excitation model that is imperfect.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D16,D,PREPROCESSING PROBLEMS,372,Correlation peaks may be ambiguous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D17,D,PREPROCESSING PROBLEMS,374,Multiple reflections can create false peaks.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
D18,D,PREPROCESSING PROBLEMS,376,Mode arrivals can create false peaks.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/signal/processing.py
